district_number,district_name,school_number,school_name,year,subgroup,english_avg,math_avg,reading_avg,science_avg,act_composite_avg,percent_21_orhigher,percent_met_crb_english,percent_met_crb_math,percent_met_crb_reading,percent_met_crb_science,percent_met_all4_crb,avg_composite_baseline_year,avg_composite_previous,percent_21_orhigher_baseline_year,percent_21_orhigher_previous
30,Benton School System,15,Briarwood School,2017,English Learners,,,,,,,,,,,,,,,
30,Benton School System,15,Briarwood School,2017,Students with Disabilities,,,,,,,,,,,,,,,
30,Benton School System,20,Camden Elementary,2017,All Students,,,,,,,,,,,,,,,
30,Benton School System,20,Camden Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
30,Benton School System,20,Camden Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
30,Benton School System,20,Camden Elementary,2017,English Learners,,,,,,,,,,,,,,,
30,Benton School System,20,Camden Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
30,Benton School System,25,Camden Central High School,2017,All Students,19.1,19.2,19.3,20.2,19.6,,56.1,28,29.5,28.8,17.4,,,,
30,Benton School System,25,Camden Central High School,2017,Black/Hispanic/Native,15.7,17.7,17.7,17.9,*,,*,*,*,*,*,,,,
30,Benton School System,25,Camden Central High School,2017,Economically Disadvantaged,17.3,18.2,18.1,18.7,18.2,,42.9,20.4,16.3,14.3,8.2,,,,
30,Benton School System,25,Camden Central High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
30,Benton School System,25,Camden Central High School,2017,Super Subgroup,17.2,18,18.1,18.7,18.1,,42.1,17.5,17.5,14,7,,,,
30,Benton School System,25,Camden Central High School,2017,Students with Disabilities,14.7,14.9,15.7,15.7,15.3,,20,**,6.7,6.7,**,,,,
30,Benton School System,27,Camden Jr High School,2017,All Students,,,,,,,,,,,,,,,
30,Benton School System,27,Camden Jr High School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
30,Benton School System,27,Camden Jr High School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
30,Benton School System,27,Camden Jr High School,2017,English Learners,,,,,,,,,,,,,,,
30,Benton School System,27,Camden Jr High School,2017,Students with Disabilities,,,,,,,,,,,,,,,
30,Benton School System,30,Holladay Elementary,2017,All Students,,,,,,,,,,,,,,,
30,Benton School System,30,Holladay Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
30,Benton School System,30,Holladay Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
30,Benton School System,30,Holladay Elementary,2017,English Learners,,,,,,,,,,,,,,,
30,Benton School System,30,Holladay Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
40,Bledsoe County Schools,0,,2017,All Students,16.7,18.7,17.9,18.7,18.1,,34.6,28.8,24,20.2,14.4,,,,
40,Bledsoe County Schools,0,,2017,Black/Hispanic/Native,14.5,14.3,14.5,16,*,,*,*,*,*,*,,,,
40,Bledsoe County Schools,0,,2017,Economically Disadvantaged,15.6,17.8,16.1,18.3,17.1,,25.5,21.3,12.8,17,8.5,,,,
40,Bledsoe County Schools,0,,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
40,Bledsoe County Schools,0,,2017,Super Subgroup,15,17.3,15.9,17.8,16.6,,24.1,17.2,10.3,13.8,6.9,,,,
40,Bledsoe County Schools,0,,2017,Students with Disabilities,11.6,14.6,13.4,16,14,,5.9,**,**,5.9,**,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,All Students,16.7,18.7,17.9,18.7,18.1,,34.6,28.8,24,20.2,14.4,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,Black/Hispanic/Native,14.5,14.3,14.5,16,*,,*,*,*,*,*,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,Economically Disadvantaged,15.6,17.8,16.1,18.3,17.1,,25.5,21.3,12.8,17,8.5,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,Super Subgroup,15,17.3,15.9,17.8,16.6,,24.1,17.2,10.3,13.8,6.9,,,,
40,Bledsoe County Schools,5,Bledsoe County High School,2017,Students with Disabilities,11.6,14.6,13.4,16,14,,5.9,**,**,5.9,**,,,,
40,Bledsoe County Schools,6,Bledsoe County Middle School,2017,All Students,,,,,,,,,,,,,,,
40,Bledsoe County Schools,6,Bledsoe County Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
40,Bledsoe County Schools,6,Bledsoe County Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
40,Bledsoe County Schools,6,Bledsoe County Middle School,2017,English Learners,,,,,,,,,,,,,,,
40,Bledsoe County Schools,6,Bledsoe County Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,2017,All Students,,,,,,,,,,,,,,,
40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,2017,English Learners,,,,,,,,,,,,,,,
40,Bledsoe County Schools,10,Cecil B Rigsby Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
40,Bledsoe County Schools,25,Mary V Wheeler Elementary,2017,All Students,,,,,,,,,,,,,,,
40,Bledsoe County Schools,25,Mary V Wheeler Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
40,Bledsoe County Schools,25,Mary V Wheeler Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
40,Bledsoe County Schools,25,Mary V Wheeler Elementary,2017,English Learners,,,,,,,,,,,,,,,
40,Bledsoe County Schools,25,Mary V Wheeler Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
40,Bledsoe County Schools,30,Pikeville Elementary,2017,All Students,,,,,,,,,,,,,,,
40,Bledsoe County Schools,30,Pikeville Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
40,Bledsoe County Schools,30,Pikeville Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
40,Bledsoe County Schools,30,Pikeville Elementary,2017,English Learners,,,,,,,,,,,,,,,
40,Bledsoe County Schools,30,Pikeville Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,0,,2017,All Students,21,20.4,21.4,20.9,21.1,,70.8,38.1,47.8,34.7,23.5,,,,
50,Blount County Schools,0,,2017,Black/Hispanic/Native,16.7,17.5,18.8,19.4,18.3,,33.3,16.7,33.3,16.7,4.2,,,,
50,Blount County Schools,0,,2017,Economically Disadvantaged,19.1,19,20.3,19.9,19.6,,63.9,25.8,37.1,27.8,15.5,,,,
50,Blount County Schools,0,,2017,English Learners,14.9,17.1,17.1,16.1,*,,*,*,*,*,*,,,,
50,Blount County Schools,0,,2017,Super Subgroup,18.1,18.4,19.4,19.4,18.9,,54.5,23.1,31.3,23.9,12.7,,,,
50,Blount County Schools,0,,2017,Students with Disabilities,15.2,16.8,16.4,17.4,16.5,,35.5,12.9,12.9,12.9,3.2,,,,
50,Blount County Schools,22,Carpenters Elementary School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,22,Carpenters Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,22,Carpenters Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,22,Carpenters Elementary School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,22,Carpenters Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,23,Carpenters Middle School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,23,Carpenters Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,23,Carpenters Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,23,Carpenters Middle School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,23,Carpenters Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,30,Eagleton Middle School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,30,Eagleton Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,30,Eagleton Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,30,Eagleton Middle School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,30,Eagleton Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,43,Eagleton Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,43,Eagleton Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,43,Eagleton Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,43,Eagleton Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,43,Eagleton Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,45,Fairview Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,45,Fairview Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,45,Fairview Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,45,Fairview Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,45,Fairview Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,55,Friendsville Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,55,Friendsville Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,55,Friendsville Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,55,Friendsville Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,55,Friendsville Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,61,Heritage Middle School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,61,Heritage Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,61,Heritage Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,61,Heritage Middle School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,61,Heritage Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,63,Heritage High School,2017,All Students,20.5,19.9,21.1,20.6,20.7,,69.8,33.9,44.6,34.3,20.2,,,,
50,Blount County Schools,63,Heritage High School,2017,Black/Hispanic/Native,15.8,16.9,18.8,18.5,17.8,,23.1,15.4,30.8,23.1,**,,,,
50,Blount County Schools,63,Heritage High School,2017,Economically Disadvantaged,19.1,18.9,20.3,19.7,19.6,,65.5,25.5,38.2,29.1,12.7,,,,
50,Blount County Schools,63,Heritage High School,2017,English Learners,13.3,15.5,16.8,14.3,*,,*,*,*,*,*,,,,
50,Blount County Schools,63,Heritage High School,2017,Super Subgroup,18.3,18.4,19.8,19.3,19,,55.9,23.5,33.8,26.5,10.3,,,,
50,Blount County Schools,63,Heritage High School,2017,Students with Disabilities,15,17.3,17.3,18.6,*,,*,*,*,*,*,,,,
50,Blount County Schools,70,Lanier Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,70,Lanier Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,70,Lanier Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,70,Lanier Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,70,Lanier Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,84,Union Grove Middle School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,84,Union Grove Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,84,Union Grove Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,84,Union Grove Middle School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,84,Union Grove Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,90,Mary Blount Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,90,Mary Blount Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,90,Mary Blount Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,90,Mary Blount Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,90,Mary Blount Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,93,Middlesettlements,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,93,Middlesettlements,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,93,Middlesettlements,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,93,Middlesettlements,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,93,Middlesettlements,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,94,Montvale Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,94,Montvale Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,94,Montvale Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,94,Montvale Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,94,Montvale Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,95,Porter Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,95,Porter Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,95,Porter Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,95,Porter Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,95,Porter Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,110,Rockford Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,110,Rockford Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,110,Rockford Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,110,Rockford Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,110,Rockford Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,125,Townsend Elementary,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,125,Townsend Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,125,Townsend Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,125,Townsend Elementary,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,125,Townsend Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,138,Union Grove Elementary School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,138,Union Grove Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,138,Union Grove Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,138,Union Grove Elementary School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,138,Union Grove Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,145,Walland Elementary School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,145,Walland Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,145,Walland Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,145,Walland Elementary School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,145,Walland Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
50,Blount County Schools,155,William Blount High School,2017,All Students,21.4,20.8,21.7,21.1,21.4,,71.6,41.8,50.5,35.1,26.3,,,,
50,Blount County Schools,155,William Blount High School,2017,Black/Hispanic/Native,17.7,18.1,18.9,20.5,18.9,,45.5,18.2,36.4,9.1,9.1,,,,
50,Blount County Schools,155,William Blount High School,2017,Economically Disadvantaged,19,19.1,20.3,20.3,19.7,,61.9,26.2,35.7,26.2,19,,,,
50,Blount County Schools,155,William Blount High School,2017,English Learners,17,19.3,17.7,18.7,*,,*,*,*,*,*,,,,
50,Blount County Schools,155,William Blount High School,2017,Super Subgroup,18,18.4,19,19.5,18.8,,53,22.7,28.8,21.2,15.2,,,,
50,Blount County Schools,155,William Blount High School,2017,Students with Disabilities,15.3,16.7,16.1,17,16.3,,34.8,13,13,8.7,**,,,,
50,Blount County Schools,160,Prospect Elementary School,2017,All Students,,,,,,,,,,,,,,,
50,Blount County Schools,160,Prospect Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
50,Blount County Schools,160,Prospect Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
50,Blount County Schools,160,Prospect Elementary School,2017,English Learners,,,,,,,,,,,,,,,
50,Blount County Schools,160,Prospect Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
51,Alcoa City Schools,0,,2017,All Students,21.4,20.1,21.6,20.9,21.2,,73.1,35.1,48.5,33.6,23.9,,,,
51,Alcoa City Schools,0,,2017,Black/Hispanic/Native,17.4,17.5,18.3,18.4,18.1,,43.2,15.9,22.7,15.9,6.8,,,,
51,Alcoa City Schools,0,,2017,Economically Disadvantaged,18.4,18.5,18.9,19.3,19,,55.3,26.3,28.9,28.9,13.2,,,,
51,Alcoa City Schools,0,,2017,English Learners,14,14.7,14.7,18,*,,*,*,*,*,*,,,,
51,Alcoa City Schools,0,,2017,Super Subgroup,18.2,18.2,18.8,19,18.8,,49.2,23,26.2,21.3,11.5,,,,
51,Alcoa City Schools,0,,2017,Students with Disabilities,15.1,15.8,15.3,16.4,15.9,,23.5,5.9,5.9,5.9,5.9,,,,
51,Alcoa City Schools,5,Alcoa Elementary,2017,All Students,,,,,,,,,,,,,,,
51,Alcoa City Schools,5,Alcoa Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
51,Alcoa City Schools,5,Alcoa Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
51,Alcoa City Schools,5,Alcoa Elementary,2017,English Learners,,,,,,,,,,,,,,,
51,Alcoa City Schools,5,Alcoa Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
51,Alcoa City Schools,6,Alcoa Middle School,2017,All Students,,,,,,,,,,,,,,,
51,Alcoa City Schools,6,Alcoa Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
51,Alcoa City Schools,6,Alcoa Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
51,Alcoa City Schools,6,Alcoa Middle School,2017,English Learners,,,,,,,,,,,,,,,
51,Alcoa City Schools,6,Alcoa Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,All Students,21.4,20.1,21.6,20.9,21.2,,73.1,35.1,48.5,33.6,23.9,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,Black/Hispanic/Native,17.4,17.5,18.3,18.4,18.1,,43.2,15.9,22.7,15.9,6.8,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,Economically Disadvantaged,18.4,18.5,18.9,19.3,19,,55.3,26.3,28.9,28.9,13.2,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,English Learners,14,14.7,14.7,18,*,,*,*,*,*,*,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,Super Subgroup,18.2,18.2,18.8,19,18.8,,49.2,23,26.2,21.3,11.5,,,,
51,Alcoa City Schools,10,Alcoa High School,2017,Students with Disabilities,15.1,15.8,15.3,16.4,15.9,,23.5,5.9,5.9,5.9,5.9,,,,
51,Alcoa City Schools,12,Alcoa Intermediate School,2017,All Students,,,,,,,,,,,,,,,
51,Alcoa City Schools,12,Alcoa Intermediate School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
51,Alcoa City Schools,12,Alcoa Intermediate School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
51,Alcoa City Schools,12,Alcoa Intermediate School,2017,English Learners,,,,,,,,,,,,,,,
51,Alcoa City Schools,12,Alcoa Intermediate School,2017,Students with Disabilities,,,,,,,,,,,,,,,
52,Maryville City Schools,0,,2017,All Students,23.3,22.6,23.6,23.3,23.4,,79.5,57,59.5,52.1,37.9,,,,
52,Maryville City Schools,0,,2017,Black/Hispanic/Native,17.5,17.7,18.6,18.9,18.3,,43.3,16.7,23.3,16.7,13.3,,,,
52,Maryville City Schools,0,,2017,Economically Disadvantaged,18.9,18.3,19.7,18.9,19.2,,53.8,28.2,28.2,17.9,15.4,,,,
52,Maryville City Schools,0,,2017,English Learners,13.6,22.3,15,18.4,*,,*,*,*,*,*,,,,
52,Maryville City Schools,0,,2017,Super Subgroup,18.9,19,19.8,19.5,19.5,,54.5,29.5,33,23.9,13.6,,,,
52,Maryville City Schools,0,,2017,Students with Disabilities,20.1,19.1,21.7,20.3,20.4,,60.7,32.1,46.4,28.6,10.7,,,,
52,Maryville City Schools,10,John Sevier Elementary,2017,All Students,,,,,,,,,,,,,,,
52,Maryville City Schools,10,John Sevier Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
52,Maryville City Schools,10,John Sevier Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
52,Maryville City Schools,10,John Sevier Elementary,2017,English Learners,,,,,,,,,,,,,,,
52,Maryville City Schools,10,John Sevier Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
52,Maryville City Schools,15,Maryville High School,2017,All Students,23.3,22.6,23.6,23.3,23.4,,79.5,57,59.5,52.1,37.9,,,,
52,Maryville City Schools,15,Maryville High School,2017,Black/Hispanic/Native,17.5,17.7,18.6,18.9,18.3,,43.3,16.7,23.3,16.7,13.3,,,,
